100,13,7
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,-1
7,0,-1
8,0,-1
9,0,-1
10,0,-1
11,0,-1
12,0,-1
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,-1
7,1,-1
8,1,-1
9,1,-1
10,1,-1
11,1,-1
12,1,-1
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,0
8,2,0
9,2,0
10,2,0
11,2,0
12,2,0
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,0
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,0
12,3,0
0,4,1
1,4,1
2,4,1
3,4,1
4,4,-1
5,4,-1
6,4,-1
7,4,-1
8,4,0
9,4,0
10,4,0
11,4,0
12,4,0
0,5,1
1,5,1
2,5,1
3,5,1
4,5,1
5,5,1
6,5,1
7,5,1
8,5,1
9,5,-1
10,5,-1
11,5,-1
12,5,0
0,6,1
1,6,1
2,6,1
3,6,1
4,6,1
5,6,1
6,6,1
7,6,1
8,6,1
9,6,1
10,6,1
11,6,1
12,6,1
