100,19,11
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,-1
7,0,-1
8,0,-1
9,0,-1
10,0,-1
11,0,-1
12,0,-1
13,0,-1
14,0,-1
15,0,-1
16,0,-1
17,0,-1
18,0,-1
0,1,0
1,1,-1
2,1,0
3,1,0
4,1,0
5,1,0
6,1,-1
7,1,-1
8,1,-1
9,1,-1
10,1,-1
11,1,-1
12,1,-1
13,1,-1
14,1,-1
15,1,-1
16,1,-1
17,1,-1
18,1,-1
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,-1
7,2,-1
8,2,-1
9,2,-1
10,2,-1
11,2,-1
12,2,-1
13,2,-1
14,2,-1
15,2,-1
16,2,-1
17,2,-1
18,2,-1
0,3,-1
1,3,-1
2,3,-1
3,3,-1
4,3,-1
5,3,-1
6,3,-1
7,3,-1
8,3,-1
9,3,-1
10,3,-1
11,3,-1
12,3,-1
13,3,-1
14,3,-1
15,3,-1
16,3,-1
17,3,-1
18,3,-1
0,4,0
1,4,0
2,4,0
3,4,0
4,4,0
5,4,0
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
12,4,0
13,4,0
14,4,0
15,4,-1
16,4,-1
17,4,-1
18,4,-1
0,5,0
1,5,0
2,5,0
3,5,0
4,5,1
5,5,1
6,5,1
7,5,1
8,5,1
9,5,1
10,5,1
11,5,1
12,5,1
13,5,1
14,5,0
15,5,-1
16,5,-1
17,5,-1
18,5,-1
0,6,1
1,6,1
2,6,1
3,6,1
4,6,1
5,6,1
6,6,1
7,6,1
8,6,1
9,6,1
10,6,0
11,6,0
12,6,0
13,6,0
14,6,0
15,6,-1
16,6,-1
17,6,-1
18,6,-1
0,7,0
1,7,0
2,7,0
3,7,0
4,7,0
5,7,0
6,7,0
7,7,0
8,7,0
9,7,0
10,7,0
11,7,0
12,7,0
13,7,0
14,7,0
15,7,-1
16,7,-1
17,7,-1
18,7,-1
0,8,0
1,8,0
2,8,0
3,8,0
4,8,0
5,8,0
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,8,0
12,8,0
13,8,0
14,8,0
15,8,-1
16,8,-1
17,8,-1
18,8,-1
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
12,9,0
13,9,0
14,9,0
15,9,-1
16,9,-1
17,9,-1
18,9,-1
0,10,-1
1,10,-1
2,10,-1
3,10,-1
4,10,-1
5,10,-1
6,10,-1
7,10,-1
8,10,-1
9,10,-1
10,10,-1
11,10,-1
12,10,-1
13,10,-1
14,10,-1
15,10,-1
16,10,-1
17,10,-1
18,10,-1
